"b""Found a fly in my food today #zomato delivered how can you do it during a medical emergency. I can't believe you pr\xe2\x80\xa6 https://t.co/QCMLsOnsqC""",2020-06-19 14:12:56,0,0,#zomato
b'So I Just took his phone and rode my scooty inside the community and went near my villa and marked as delivered mys\xe2\x80\xa6 https://t.co/S1RJ5wX1uB',2020-06-19 13:58:25,0,0,#zomato
"b""RT @moneycontrolcom: .@ZomatoIN to move ahead with #drone testing, but ends arrangement with the company that was 'acqui-hired', 2 years ag\xe2\x80\xa6""",2020-06-19 13:57:30,0,3,#zomato
"b""RT @moneycontrolcom: .@ZomatoIN to move ahead with #drone testing, but ends arrangement with the company that was 'acqui-hired', 2 years ag\xe2\x80\xa6""",2020-06-19 13:55:06,0,3,#zomato
b'What is self control.\n\nLooking at  #swiggy n #Zomato app daily but not ordering anything.',2020-06-19 13:47:48,25,0,#zomato
"b""RT @moneycontrolcom: .@ZomatoIN to move ahead with #drone testing, but ends arrangement with the company that was 'acqui-hired', 2 years ag\xe2\x80\xa6""",2020-06-19 13:30:52,0,3,#zomato
"b'Well, time is money, or rather at some point, eyeballs translate to revenue (direct + indirect). But interesting to\xe2\x80\xa6 https://t.co/ODjm0rW0au'",2020-06-19 13:30:00,0,0,#zomato
"b"".@ZomatoIN to move ahead with #drone testing, but ends arrangement with the company that was 'acqui-hired', 2 years\xe2\x80\xa6 https://t.co/RybAplLke2""",2020-06-19 13:29:12,8,3,#zomato
b'Commencing on Sat. 20th June.\n\n#1000oaks #thepunefoodie #thepuneeatouts #swiggy #Zomato #dialameal https://t.co/aEQ0SMKQTN',2020-06-19 13:28:24,1,0,#zomato
"b""Your brand isn't just your #logo &amp; some colors. It's your very word your promise to your #customers &amp; that's exactl\xe2\x80\xa6 https://t.co/XIkjUGFFmY""",2020-06-19 12:45:05,0,0,#zomato
b'@Zomato @ZomatoIN \nBusiness strategy\nPrice 475\nDiscount 60\nTax 84.70\nDelivery chrg 25 \nYour savings 60 \xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82 #Zomato\xe2\x80\xa6 https://t.co/Q9o37F6y5A',2020-06-19 12:04:20,0,0,#zomato
b'RT @kumarmanish9: A close look at the #Chinese Investments in Indian Unicorns.\nHow this shrill cries of boycott China  products will impact\xe2\x80\xa6',2020-06-19 11:50:21,0,16,#zomato
b'RT @Rohitmandal460: Not only #BoycottChineseProducts Bt need to minimum use of these India companies products or app which have Chinese sha\xe2\x80\xa6',2020-06-19 11:49:21,0,1,#zomato
